filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NMC,NMCI,NMCE,WMC,AMC,NSM
src/parcsr_ls/gen_redcs_mat.c,379,29,0.077,116,4,0.034,4,1,0.25,4,2,149.5,3.5,4,2,315,0,4,35,8,55,0,0,5,60.8,15.2,5
src/parcsr_ls/HYPRE_ads.c,77,0,0.0,0,0,,18,0,0.0,0,2,8.77777777777778,3.44444444444444,2,18,21,0,18,45,36,60,0,0,11,18.0,1.0,11
src/parcsr_ls/HYPRE_ame.c,32,0,0.0,0,0,,14,0,0.0,0,2,5.0,1.71428571428571,2,14,6,0,14,30,28,48,0,0,12,14.0,1.0,12
src/parcsr_ls/HYPRE_ams.c,116,0,0.0,0,0,,29,0,0.0,0,2,8.13793103448276,3.13793103448276,2,29,22,0,29,62,58,93,0,0,16,29.0,1.0,16
src/parcsr_ls/HYPRE_parcsr_amg.c,535,248,0.4639999999999999,20,5,0.25,200,109,0.545,2,2,6.015,2.11,3,197,87,0,200,448,591,522,0,0,204,201.0,1.0,204
src/parcsr_ls/HYPRE_parcsr_amgdd.c,65,0,0.0,2,0,0.0,24,0,0.0,2,2,5.95833333333333,2.08333333333333,3,22,11,0,24,50,66,54,0,0,20,24.0,1.0,20
src/parcsr_ls/HYPRE_parcsr_bicgstab.c,50,0,0.0,2,0,0.0,16,0,0.0,0,'2.0625',7.4375,2.3125,4,16,30,0,16,47,64,54,0,0,14,17.6,1.1,14
src/parcsr_ls/HYPRE_parcsr_block.c,21,0,0.0,0,0,,9,0,0.0,0,2,4.55555555555556,2.33333333333333,1,9,6,0,9,18,9,38,0,0,6,9.0,1.0,6
src/parcsr_ls/HYPRE_parcsr_cgnr.c,45,0,0.0,2,0,0.0,13,0,0.0,2,2,8.30769230769231,2.46153846153846,4,13,32,0,13,42,52,45,0,0,11,14.3,1.1,11
src/parcsr_ls/HYPRE_parcsr_cogmres.c,54,0,0.0,2,0,0.0,18,0,0.0,0,2,7.55555555555556,2.27777777777778,4,18,37,0,18,58,72,61,0,0,16,19.8,1.1,16
src/parcsr_ls/HYPRE_parcsr_Euclid.c,145,0,0.0,92,0,0.0,13,0,0.0,0,2,31.0,2.30769230769231,12,13,109,0,13,79,156,102,0,0,51,49.4,3.8,51
src/parcsr_ls/HYPRE_parcsr_flexgmres.c,53,0,0.0,2,0,0.0,17,0,0.0,0,2,7.58823529411765,2.29411764705882,4,17,33,0,17,53,68,57,0,0,15,18.700000000000003,1.1,15
src/parcsr_ls/HYPRE_parcsr_fsai.c,75,0,0.0,2,0,0.0,32,0,0.0,0,2,5.46875,2.0625,3,32,11,0,32,66,96,102,0,0,30,32.0,1.0,30
src/parcsr_ls/HYPRE_parcsr_gmres.c,78,0,0.0,4,0,0.0,19,0,0.0,0,2,8.94736842105263,2.47368421052632,6,19,33,0,19,57,114,64,0,0,19,20.9,1.1,19
src/parcsr_ls/HYPRE_parcsr_hybrid.c,137,0,0.0,2,0,0.0,61,0,0.0,4,2,5.40983606557377,2.14754098360656,2,61,10,0,61,140,122,178,0,0,58,61.0,1.0,58
src/parcsr_ls/HYPRE_parcsr_ilu.c,63,0,0.0,2,0,0.0,26,0,0.0,19,2,4.69230769230769,2.07692307692308,4,26,10,0,26,53,104,84,0,0,24,26.0,1.0,24
src/parcsr_ls/HYPRE_parcsr_int.c,115,0,0.0,26,0,0.0,11,0,0.0,3,2,16.4545454545455,1.81818181818182,8,7,51,0,11,84,56,15,0,0,6,24.200000000000003,2.2,6
src/parcsr_ls/HYPRE_parcsr_lgmres.c,52,0,0.0,2,0,0.0,17,0,0.0,0,2,7.47058823529412,2.29411764705882,4,17,33,0,17,53,68,57,0,0,15,18.700000000000003,1.1,15
src/parcsr_ls/HYPRE_parcsr_mgr.c,328,0,0.0,110,0,0.0,51,0,0.0,10,2,11.9803921568627,2.43137254901961,4,51,28,0,51,106,204,171,0,0,101,110.0,2.0,101
src/parcsr_ls/HYPRE_parcsr_pcg.c,65,0,0.0,2,0,0.0,20,0,0.0,3,2,7.35,2.45,5,20,25,0,20,56,100,68,0,0,21,22.0,1.1,21
