filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NSM,NMC,NMCI,NMCE,WMC,AMC
SRC/complex16/z3DPartition.c,139,0,0.0,66,0,0.0,2,0,0.0,0,12.5,172.0,4.0,15,2,177,0,2,82,30,80,92,0,0,92,47.0,23.5
SRC/complex16/zbinary_io.c,40,0,0.0,4,0,0.0,3,0,0.0,0,2.0,18.0,6.0,4,3,19,0,3,21,12,0,81,0,0,81,3.0,1.0
SRC/complex16/zdistribute.c,598,464,0.7759999999999999,304,206,0.6779999999999999,1,1,1.0,0,284.0,1937.0,6.0,15,1,1937,0,1,69,15,422,258,0,0,258,334.0,334.0
SRC/complex16/zequil_batch.c,79,0,0.0,57,0,0.0,1,0,0.0,0,30.0,161.0,8.0,5,1,161,0,1,17,5,57,71,0,0,71,37.0,37.0
SRC/complex16/zgsequ_dist.c,63,0,0.0,80,0,0.0,1,0,0.0,0,21.0,110.0,7.0,5,1,110,0,1,10,5,100,55,0,0,55,25.0,25.0
SRC/complex16/zlangs_dist.c,37,16,0.432,40,11,0.275,1,1,1.0,0,16.0,58.0,2.0,4,1,58,0,1,8,4,68,69,0,0,69,17.0,17.0
SRC/complex16/zlaqgs_dist.c,37,0,0.0,26,0,0.0,1,0,0.0,0,12.0,63.0,7.0,4,1,63,0,1,8,4,89,51,0,0,51,14.0,14.0
SRC/complex16/zldperm_dist.c,31,0,0.0,24,0,0.0,1,0,0.0,1,8.0,315.0,11.5,5,1,547,0,2,14,5,100,66,0,0,66,17.0,17.0
SRC/complex16/zmemory_dist.c,140,15,0.107,48,5,0.104,9,3,0.3329999999999999,1,4.33333333333333,24.7777777777778,2.77777777777778,14,5,68,1,9,64,70,45,64,0,0,64,32.4,3.6
SRC/complex16/zmyblas2_dist.c,96,0,0.0,20,0,0.0,3,0,0.0,0,5.33333333333333,50.0,4.66666666666667,2,3,70,0,3,5,6,48,50,0,0,50,12.9,4.3
SRC/complex16/zpivot_batch.c,110,0,0.0,76,0,0.0,1,0,0.0,0,45.0,228.0,9.0,8,1,228,0,1,27,8,58,70,0,0,70,57.0,57.0
SRC/complex16/zreadhb.c,99,0,0.0,70,0,0.0,6,0,0.0,0,6.5,29.6666666666667,4.16666666666667,4,6,85,0,6,21,24,100,90,0,0,90,51.0,8.5
SRC/complex16/zreadMM.c,112,0,0.0,58,0,0.0,1,0,0.0,0,17.5,102.0,4.5,4,2,191,0,2,16,8,40,112,0,0,112,40.0,20.0
SRC/complex16/zreadrb.c,169,0,0.0,106,0,0.0,7,0,0.0,0,8.0,36.2857142857143,4.28571428571429,4,1,88,0,7,34,4,98,128,0,0,128,63.0,9.0
SRC/complex16/zreadtriple.c,68,0,0.0,30,0,0.0,2,0,0.0,0,10.5,72.0,4.5,3,2,129,0,2,14,6,34,77,0,0,77,29.0,14.5
SRC/complex16/zreadtriple_noheader.c,70,0,0.0,32,0,0.0,1,0,0.0,0,17.0,147.0,7.0,4,1,147,0,1,13,4,34,74,0,0,74,29.0,14.5
SRC/complex16/zscatter3d.c,143,0,0.0,16,0,0.0,6,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,88,64,0,0,64,44.1,4.9
SRC/complex16/zsp_blas2_dist.c,211,0,0.0,150,0,0.0,2,0,0.0,1,13.4,101.6,5.8,9,2,242,0,5,28,18,142,82,0,0,82,79.0,39.5
SRC/complex16/zsp_blas3_dist.c,6,0,0.0,2,0,0.0,1,0,0.0,0,3.0,13.0,9.0,3,1,13,0,1,4,3,95,50,0,0,50,2.0,2.0
SRC/complex16/zssvx3dAux.c,259,0,0.0,147,0,0.0,14,0,0.0,1,7.21428571428571,35.0,7.57142857142857,14,5,96,0,14,123,70,128,111,0,3,108,123.20000000000002,8.8
SRC/complex16/zstatic_schedule.c,593,355,0.599,290,153,0.528,1,1,1.0,0,80.0,472.0,5.5,9,1,938,0,2,30,9,94,173,0,0,173,174.0,87.0
SRC/complex16/ztrfCommWrapper.c,228,0,0.0,68,0,0.0,9,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,88,73,0,0,73,47.7,5.3
SRC/complex16/zutil_dist.c,736,19,0.026,268,3,0.011,41,2,0.049,2,5.24137931034483,27.7241379310345,3.41379310344828,14,9,92,2,29,228,126,131,267,0,0,267,168.1,4.1
SRC/double/d3DPartition.c,139,132,0.95,66,43,0.652,2,2,1.0,0,12.5,172.5,4.0,15,2,177,0,2,82,30,80,92,0,0,92,47.0,23.5
SRC/double/dbinary_io.c,27,0,0.0,2,0,0.0,2,0,0.0,0,2.0,19.0,6.0,4,2,20,0,2,16,8,0,70,0,0,70,2.0,1.0
SRC/double/ddistribute.c,598,549,0.918,304,241,0.7929999999999999,1,1,1.0,0,284.0,1938.0,6.0,16,1,1938,0,1,69,16,422,258,0,0,258,334.0,334.0
SRC/double/dequil_batch.c,78,0,0.0,57,0,0.0,1,0,0.0,0,30.0,162.0,8.0,6,1,162,0,1,17,6,57,71,0,0,71,37.0,37.0
SRC/double/dgsequ_dist.c,63,45,0.7140000000000001,80,52,0.65,1,1,1.0,0,21.0,110.0,7.0,4,1,110,0,1,9,4,100,55,0,0,55,25.0,25.0
SRC/double/distCheckArray.c,63,0,0.0,30,0,0.0,4,0,0.0,0,5.5,29.25,3.25,2,4,78,0,4,8,8,53,65,0,0,65,48.0,9.6
SRC/double/dlangs_dist.c,37,16,0.432,40,11,0.275,1,1,1.0,0,16.0,58.0,2.0,3,1,58,0,1,7,3,68,69,0,0,69,17.0,17.0
SRC/double/dlaqgs_dist.c,36,12,0.3329999999999999,26,6,0.231,1,1,1.0,0,12.0,61.0,7.0,4,1,61,0,1,8,4,89,51,0,0,51,14.0,14.0
SRC/double/dldperm_dist.c,28,25,0.893,22,17,0.773,1,1,1.0,1,49.5,314.0,11.5,5,1,547,0,2,21,5,100,63,0,0,63,16.0,16.0
SRC/double/dmemory_dist.c,140,52,0.371,48,19,0.396,9,4,0.444,1,4.33333333333333,24.7777777777778,2.77777777777778,14,5,68,1,9,64,70,45,64,0,0,64,32.4,3.6
SRC/double/dmyblas2_dist.c,123,0,0.0,28,0,0.0,3,0,0.0,0,2.0,63.3333333333333,4.66666666666667,1,3,91,0,3,4,3,48,0,0,0,0,17.1,5.7
SRC/double/dpivot_batch.c,109,0,0.0,76,0,0.0,1,0,0.0,0,45.0,227.0,9.0,8,1,227,0,1,26,8,58,70,0,0,70,57.0,57.0
SRC/double/dreadhb.c,165,89,0.539,110,50,0.455,7,6,0.857,0,8.85714285714286,38.5714285714286,4.28571428571429,4,7,96,0,7,27,28,106,128,0,0,128,77.0,11.0
SRC/double/dreadMM.c,112,0,0.0,58,0,0.0,1,0,0.0,0,17.5,102.0,4.5,5,2,191,0,2,16,10,40,112,0,0,112,40.0,20.0
SRC/double/dreadrb.c,163,0,0.0,104,0,0.0,7,0,0.0,0,7.85714285714286,35.0,4.28571428571429,3,1,88,0,7,32,3,95,127,0,0,127,62.3,8.9
SRC/double/dreadtriple.c,68,0,0.0,30,0,0.0,2,0,0.0,0,10.5,72.0,4.5,3,2,129,0,2,14,6,34,77,0,0,77,29.0,14.5
SRC/double/dreadtriple_noheader.c,70,0,0.0,32,0,0.0,1,0,0.0,0,17.0,147.0,7.0,3,1,147,0,1,11,3,34,74,0,0,74,29.0,14.5
SRC/double/dscatter3d.c,143,143,1.0,16,16,1.0,6,6,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,88,64,0,0,64,44.1,4.9
SRC/double/dsp_blas2_dist.c,201,43,0.214,136,25,0.184,2,1,0.5,1,16.2,107.8,5.8,8,2,237,0,5,26,16,142,80,0,0,80,79.0,39.5
SRC/double/dsp_blas3_dist.c,6,6,1.0,2,2,1.0,1,1,1.0,0,3.0,13.0,9.0,3,1,13,0,1,4,3,95,50,0,0,50,2.0,2.0
SRC/double/dssvx3dAux.c,257,190,0.7390000000000001,147,74,0.503,14,12,0.857,1,7.21428571428571,34.8571428571429,7.57142857142857,14,5,96,0,14,122,70,128,111,0,3,108,123.20000000000002,8.8
SRC/double/dstatic_schedule.c,593,356,0.6,290,154,0.531,1,1,1.0,0,80.0,472.0,5.5,9,1,938,0,2,30,9,94,173,0,0,173,174.0,87.0
SRC/double/dtrfCommWrapper.c,228,200,0.877,68,51,0.75,9,9,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,88,73,0,0,73,47.7,5.3
SRC/double/dutil_dist.c,1086,144,0.133,450,49,0.109,46,10,0.217,2,7.17647058823529,38.5294117647059,4.20588235294118,14,9,148,2,34,286,126,196,330,0,0,330,257.6,5.6
SRC/double/pd3dcomm.c,694,19,0.027,242,4,0.017,20,2,0.1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,103,212,0,0,212,146.0,7.3
SRC/double/pddistribute3d.c,670,575,0.858,336,243,0.723,1,1,1.0,5,2.0,165.666666666667,5.08333333333333,16,9,1128,0,12,129,144,352,266,0,0,266,383.1,127.7
SRC/double/pddistribute-aux3d.c,269,0,0.0,110,0,0.0,4,0,0.0,0,14.25,108.75,6.25,14,4,164,0,4,64,56,105,87,0,0,87,67.2,16.8
SRC/double/pddistribute.c,783,721,0.921,398,311,0.7809999999999999,2,2,1.0,1,163.5,1138.0,8.0,17,1,2016,0,2,88,17,751,333,0,0,333,624.8,156.2
SRC/double/pdGetDiagU.c,38,0,0.0,18,0,0.0,1,0,0.0,0,10.0,56.0,4.0,8,1,56,0,1,14,8,60,59,0,0,59,9.0,9.0
SRC/double/pdgsequ.c,94,73,0.777,92,63,0.685,1,1,1.0,0,27.0,159.0,8.0,5,1,159,0,1,14,5,86,75,0,0,75,31.0,31.0
SRC/double/pdgsmv.c,214,204,0.953,116,98,0.845,3,3,1.0,0,20.3333333333333,116.0,3.66666666666667,8,3,201,0,3,65,24,70,114,0,0,114,65.1,21.7
SRC/double/pdgsmv_AXglobal.c,127,111,0.8740000000000001,74,54,0.73,4,4,1.0,0,9.6,50.0,5.8,8,3,118,0,5,36,24,72,78,0,0,78,49.0,9.8
SRC/double/pdgsrfs.c,134,116,0.866,116,69,0.595,2,2,1.0,0,21.5,145.5,16.5,11,2,150,0,2,39,22,248,87,0,0,87,65.0,32.5
SRC/double/pdgsrfs_ABXglobal.c,171,162,0.947,108,79,0.731,3,3,1.0,0,17.0,107.333333333333,10.3333333333333,12,1,243,0,3,45,12,156,86,0,0,86,60.900000000000006,20.3
SRC/double/pdgssvx3d.c,627,350,0.5579999999999999,360,149,0.414,1,1,1.0,0,165.0,1386.0,12.0,30,1,1386,0,1,179,30,810,248,0,0,248,215.0,215.0
SRC/double/pdgssvx3d_csc_batch.c,180,0,0.0,94,0,0.0,2,0,0.0,0,20.5,222.0,11.0,14,2,423,0,2,69,28,151,100,0,0,100,57.0,28.5
SRC/double/pdgssvx.c,942,565,0.6,499,235,0.471,5,2,0.4,1,49.6,344.2,6.4,21,4,1206,0,5,194,84,748,285,0,0,285,397.8,66.3
SRC/double/pdgssvx_ABglobal.c,345,258,0.748,273,155,0.568,1,1,1.0,0,138.0,659.0,11.0,17,1,659,0,1,62,17,540,152,0,0,152,183.0,183.0
SRC/double/pdgstrf2.c,336,219,0.652,122,70,0.574,9,6,0.667,1,8.25,79.625,9.25,12,4,221,0,8,68,48,312,75,0,0,75,80.8,10.1
SRC/double/pdgstrf3d.c,128,123,0.961,44,30,0.682,1,1,1.0,0,21.0,319.0,10.0,20,1,319,0,1,85,20,131,90,0,0,90,37.0,37.0
SRC/double/pdgstrf.c,945,789,0.835,456,311,0.682,1,1,1.0,0,2.0,6.0,2.0,0,1,6,0,1,1,0,402,336,0,0,336,263.0,131.5
SRC/double/pdgstrs1.c,343,264,0.77,198,127,0.6409999999999999,1,1,1.0,2,104.0,826.0,8.0,13,1,826,0,1,44,13,178,139,0,0,139,173.0,173.0
SRC/double/pdgstrs3d.c,3255,1388,0.426,1344,572,0.426,42,14,0.3329999999999999,1,17.1666666666667,176.333333333333,10.8095238095238,26,2,1249,2,42,1028,52,1368,754,0,0,754,345.0,23.0
SRC/double/pdgstrs.c,940,600,0.638,468,243,0.519,5,4,0.8,1,58.0,584.0,9.6,19,2,2160,0,5,187,38,539,305,0,0,305,128.8,32.2
SRC/double/pdgstrs_Bglobal.c,414,329,0.795,230,154,0.67,2,2,1.0,0,59.0,469.0,10.5,13,1,888,0,2,57,13,183,155,0,0,155,191.0,95.5
SRC/double/pdgstrs_lsum.c,817,583,0.7140000000000001,312,188,0.603,6,6,1.0,0,24.0,340.5,17.6666666666667,3,6,535,0,6,30,18,260,92,0,0,92,286.20000000000005,47.7
SRC/double/pdlangs.c,49,26,0.531,40,15,0.375,1,1,1.0,0,18.0,81.0,3.0,5,1,81,0,1,10,5,53,77,0,0,77,20.0,20.0
SRC/double/pdlaqgs.c,41,13,0.317,26,6,0.231,1,1,1.0,0,12.0,66.0,7.0,3,1,66,0,1,9,3,66,51,0,0,51,14.0,14.0
SRC/double/pdsymbfact_distdata.c,1400,0,0.0,710,0,0.0,3,0,0.0,0,106.666666666667,1040.33333333333,9.33333333333333,16,1,2128,0,3,101,16,1216,308,0,0,308,372.0,124.0
SRC/double/pdutil.c,521,492,0.944,192,158,0.823,13,12,0.923,1,11.4615384615385,94.3076923076923,4.69230769230769,19,11,285,0,13,274,209,213,261,0,0,261,166.6,11.9
SRC/prec-independent/comm.c,32,0,0.0,28,0,0.0,1,0,0.0,0,15.0,46.0,8.0,3,1,46,0,1,8,3,66,53,0,0,53,15.0,15.0
SRC/prec-independent/comm_tree.c,149,87,0.584,50,22,0.44,10,6,0.6,0,4.3,21.2,2.7,2,10,78,0,10,77,20,123,69,0,0,69,35.0,3.5
SRC/prec-independent/communication_aux.c,108,66,0.611,36,20,0.556,11,7,0.636,1,3.27272727272727,16.3636363636364,3.0,3,9,31,0,11,27,27,28,82,0,0,82,28.6,2.6
SRC/prec-independent/dmach_dist.c,28,20,0.7140000000000001,22,14,0.636,1,1,1.0,0,13.0,79.0,1.0,0,1,79,0,1,1,0,43,34,0,0,34,12.0,12.0
SRC/prec-independent/etree.c,113,79,0.6990000000000001,50,28,0.56,10,9,0.9,0,4.27272727272727,24.0909090909091,3.18181818181818,2,1,64,0,11,35,2,139,87,0,0,87,43.2,3.6
SRC/prec-independent/get_perm_c.c,201,112,0.557,125,57,0.456,5,2,0.4,1,18.6,99.8,6.0,5,1,128,0,5,39,5,144,138,0,0,138,104.0,20.8
SRC/prec-independent/get_perm_c_batch.c,67,0,0.0,45,0,0.0,1,0,0.0,0,27.0,160.0,4.0,5,1,160,0,1,16,5,41,93,0,0,93,33.0,33.0
SRC/prec-independent/get_perm_c_parmetis.c,3,0,0.0,0,0,,1,0,0.0,0,70.0,395.0,11.0,5,1,515,0,2,20,5,205,121,0,0,121,168.0,84.0
SRC/prec-independent/mc64ad_dist.c,1389,374,0.2689999999999999,660,155,0.235,11,5,0.455,1,33.8181818181818,234.272727272727,9.27272727272727,3,2,547,2,11,51,6,756,108,0,0,108,328.9,29.9
SRC/prec-independent/memory.c,223,95,0.426,94,23,0.245,18,12,0.667,2,4.22222222222222,21.6111111111111,2.66666666666667,7,7,117,4,18,83,49,113,97,0,15,82,85.8,3.3
SRC/prec-independent/mmd.c,430,401,0.933,170,149,0.8759999999999999,5,5,1.0,1,33.4,168.4,10.0,1,1,326,0,5,14,1,345,53,0,0,53,90.0,18.0
SRC/prec-independent/psymbfact.c,2942,0,0.0,1478,0,0.0,27,0,0.0,0,26.3703703703704,189.740740740741,13.1111111111111,13,1,644,0,27,534,13,573,346,0,0,346,864.0,32.0
SRC/prec-independent/psymbfact_util.c,290,0,0.0,154,0,0.0,6,0,0.0,0,12.8333333333333,80.3333333333333,8.33333333333333,3,3,159,0,6,22,9,92,71,0,0,71,91.2,15.2
SRC/prec-independent/pxerr_dist.c,4,0,0.0,0,0,,1,0,0.0,0,2.0,6.0,3.0,1,1,6,0,1,2,1,21,50,0,0,50,1.0,1.0
SRC/prec-independent/sec_structs.c,333,142,0.426,48,18,0.375,28,9,0.321,0,2.71428571428571,22.7142857142857,2.14285714285714,15,28,128,0,28,247,420,105,156,0,0,156,72.5,2.5
SRC/prec-independent/smach_dist.c,28,13,0.4639999999999999,22,7,0.318,1,1,1.0,0,13.0,79.0,1.0,0,1,79,0,1,1,0,43,34,0,0,34,12.0,12.0
SRC/prec-independent/sp_colorder.c,75,59,0.787,52,37,0.7120000000000001,2,1,0.5,1,13.0,80.0,4.0,7,1,141,0,2,32,7,91,86,0,0,86,38.0,19.0
SRC/prec-independent/sp_ienv.c,51,32,0.627,41,20,0.488,1,1,1.0,0,23.0,89.0,2.0,4,1,89,0,1,10,4,61,82,0,0,82,23.0,23.0
SRC/prec-independent/superlu_dist_version.c,5,5,1.0,6,3,0.5,1,1,1.0,0,5.0,7.0,3.0,0,1,7,0,1,1,0,16,49,0,0,49,4.0,4.0
SRC/prec-independent/superlu_grid3d.c,107,76,0.71,20,14,0.7,3,3,1.0,1,7.66666666666667,87.0,4.0,6,2,194,0,3,36,12,61,97,0,0,97,24.9,8.3
SRC/prec-independent/superlu_grid.c,52,46,0.885,18,13,0.722,3,3,1.0,1,7.33333333333333,59.0,3.66666666666667,5,2,112,0,3,23,10,68,76,0,0,76,24.0,8.0
SRC/prec-independent/superlu_timer.c,2,2,1.0,0,0,,1,1,1.0,0,2.0,4.0,1.0,0,1,4,0,1,1,0,24,50,0,0,50,4.0,1.0
SRC/prec-independent/supernodal_etree.c,519,152,0.293,232,62,0.267,36,13,0.361,1,4.91666666666667,24.9722222222222,2.97222222222222,8,23,80,0,36,125,184,150,169,0,0,169,171.0,4.5
SRC/prec-independent/symbfact.c,344,310,0.901,166,122,0.735,7,7,1.0,0,11.8571428571429,95.4285714285714,7.57142857142857,6,1,212,0,7,43,6,288,91,0,0,91,86.8,12.4
SRC/prec-independent/treeFactorization.c,136,130,0.956,22,18,0.818,15,15,1.0,1,2.6,13.6666666666667,2.06666666666667,10,13,24,0,15,76,130,26,119,0,0,119,27.0,1.8
SRC/prec-independent/trfAux.c,1511,436,0.289,732,183,0.25,21,14,0.667,1,19.9047619047619,125.095238095238,4.23809523809524,18,19,1090,0,21,146,342,292,376,0,0,376,453.1,19.7
SRC/prec-independent/util.c,752,401,0.5329999999999999,286,118,0.413,52,24,0.462,3,4.90384615384615,26.0384615384615,3.13461538461538,17,43,170,1,52,235,731,177,235,0,0,235,227.9,4.3
SRC/prec-independent/xerr_dist.c,4,0,0.0,0,0,,1,0,0.0,0,2.0,6.0,2.0,0,1,6,0,1,1,0,20,2,0,0,2,1.0,1.0
SRC/single/ps3dcomm.c,694,19,0.027,242,4,0.017,20,2,0.1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,103,212,0,0,212,146.0,7.3
SRC/single/psdistribute3d.c,670,575,0.858,336,243,0.723,1,1,1.0,0,149.0,1128.0,7.0,14,1,1128,0,1,63,14,159,266,0,0,266,177.0,177.0
SRC/single/psdistribute.c,783,721,0.921,398,309,0.7759999999999999,2,2,1.0,1,163.5,1138.0,8.0,16,1,2016,0,2,88,16,751,333,0,0,333,624.8,156.2
SRC/single/psGetDiagU.c,38,0,0.0,18,0,0.0,1,0,0.0,0,10.0,56.0,4.0,8,1,56,0,1,14,8,60,59,0,0,59,9.0,9.0
SRC/single/psgsequ.c,94,73,0.777,92,63,0.685,1,1,1.0,0,27.0,159.0,8.0,5,1,159,0,1,14,5,86,75,0,0,75,31.0,31.0
SRC/single/psgsequb.c,105,0,0.0,96,0,0.0,1,0,0.0,1,31.0,185.0,8.0,5,1,185,0,1,15,5,92,82,0,0,82,37.0,37.0
SRC/single/psgsmv.c,214,204,0.953,116,98,0.845,3,3,1.0,0,20.3333333333333,116.0,3.66666666666667,8,3,201,0,3,65,24,70,114,0,0,114,65.1,21.7
SRC/single/psgsmv_AXglobal.c,127,0,0.0,74,0,0.0,4,0,0.0,0,9.6,50.0,5.8,7,3,118,0,5,36,21,72,78,0,0,78,49.0,9.8
SRC/single/psgsmv_d2.c,215,0,0.0,108,0,0.0,2,0,0.0,2,27.5,177.0,5.0,8,2,202,0,2,42,16,78,107,0,0,107,60.0,30.0
SRC/single/psgsrfs.c,134,116,0.866,116,69,0.595,2,2,1.0,0,21.5,145.5,16.5,10,2,150,0,2,39,20,248,87,0,0,87,65.0,32.5
SRC/single/psgsrfs_ABXglobal.c,171,0,0.0,108,0,0.0,3,0,0.0,0,17.0,107.333333333333,10.3333333333333,11,1,243,0,3,45,11,156,86,0,0,86,60.900000000000006,20.3
SRC/single/psgsrfs_d2.c,210,0,0.0,164,0,0.0,3,0,0.0,1,22.6666666666667,172.666666666667,17.0,12,1,401,0,3,42,12,194,92,0,0,92,90.0,30.0
SRC/single/psgssvx3d.c,627,346,0.552,360,146,0.406,1,1,1.0,0,165.0,1386.0,12.0,22,1,1386,0,1,147,22,810,248,0,0,248,215.0,215.0
SRC/single/psgssvx3d_csc_batch.c,180,0,0.0,94,0,0.0,2,0,0.0,0,20.5,222.0,11.0,12,2,423,0,2,69,24,151,100,0,0,100,57.0,28.5
SRC/single/psgssvx.c,942,561,0.596,499,231,0.4629999999999999,5,2,0.4,1,49.6,344.2,6.4,21,4,1206,0,5,194,84,748,285,0,0,285,397.8,66.3
SRC/single/psgssvx_ABglobal.c,345,0,0.0,273,0,0.0,1,0,0.0,0,138.0,659.0,11.0,16,1,659,0,1,62,16,540,152,0,0,152,183.0,183.0
SRC/single/psgssvx_d2.c,543,0,0.0,377,0,0.0,1,0,0.0,0,184.0,1142.0,13.0,24,1,1142,0,1,109,24,702,215,0,0,215,251.0,251.0
SRC/single/psgstrf2.c,336,217,0.6459999999999999,122,68,0.557,9,6,0.667,1,8.25,79.625,9.25,12,4,221,0,8,68,48,312,75,0,0,75,80.8,10.1
SRC/single/psgstrf3d.c,128,123,0.961,44,30,0.682,1,1,1.0,0,21.0,319.0,10.0,20,1,319,0,1,85,20,131,90,0,0,90,37.0,37.0
SRC/single/psgstrf.c,945,789,0.835,456,311,0.682,1,1,1.0,0,2.0,6.0,2.0,0,1,6,0,1,1,0,402,336,0,0,336,263.0,131.5
SRC/single/psgstrs1.c,343,0,0.0,198,0,0.0,1,0,0.0,2,104.0,826.0,8.0,12,1,826,0,1,44,12,178,139,0,0,139,173.0,173.0
SRC/single/psgstrs3d.c,3255,1378,0.423,1344,563,0.419,42,14,0.3329999999999999,1,17.1666666666667,176.333333333333,10.8095238095238,25,2,1249,2,42,1028,50,1368,754,0,0,754,345.0,23.0
SRC/single/psgstrs.c,840,598,0.7120000000000001,416,243,0.584,4,3,0.75,1,60.75,599.0,10.25,18,2,1810,0,4,170,36,503,252,0,0,252,98.1,32.7
SRC/single/psgstrs_Bglobal.c,414,0,0.0,230,0,0.0,2,0,0.0,0,59.0,469.0,10.5,12,1,888,0,2,57,12,183,155,0,0,155,191.0,95.5
SRC/single/psgstrs_lsum.c,817,424,0.519,312,133,0.426,6,4,0.667,0,24.0,340.5,17.6666666666667,3,6,535,0,6,30,18,260,92,0,0,92,286.20000000000005,47.7
