filename,line_total,line_covered,line_percent,branch_total,branch_covered,branch_percent,function_total,function_covered,function_percent,ACC,ACCM,AMLOC,ANPM,CBO,LCOM4,MMLOC,NOA,NOM,RFC,SC,LOCCOM,NMC,NMCI,NMCE,WMC,AMC,NSM
SRC/zsp_blas2.c,263,189,0.7190000000000001,174,97,0.557,2,2,1.0,5,2,137.0,5.8,6,2,368,0,5,25,12,138,0,0,45,91.0,45.5,45
SRC/zsp_blas3.c,6,6,1.0,2,2,1.0,1,1,1.0,0,3,94.0,11.0,1,1,94,0,1,2,1,82,0,0,8,2.0,2.0,8
TESTING/MATGEN/cdotc.c,42,0,0.0,14,0,0.0,1,0,0.0,0,9,79.0,6.0,1,1,79,0,1,4,1,18,0,0,2,8.0,8.0,2
TESTING/MATGEN/clacgv.c,21,0,0.0,8,0,0.0,1,0,0.0,4,6,73.0,3.0,1,1,73,0,1,4,1,26,0,0,2,5.0,5.0,2
TESTING/MATGEN/clagge.c,265,132,0.498,72,39,0.542,1,1,1.0,1,28,449.0,10.0,8,1,449,4,1,16,8,92,0,0,47,29.0,29.0,47
TESTING/MATGEN/claghe.c,139,0,0.0,32,0,0.0,1,0,0.0,1,16,294.0,8.0,11,1,294,4,1,20,11,71,0,0,23,16.0,16.0,23
TESTING/MATGEN/clagsy.c,181,0,0.0,40,0,0.0,1,0,0.0,1,20,348.0,8.0,11,1,348,4,1,19,11,79,0,0,24,20.0,20.0,24
TESTING/MATGEN/clarge.c,53,0,0.0,12,0,0.0,1,0,0.0,1,7,145.0,6.0,7,1,145,4,1,15,7,45,0,0,11,6.0,6.0,11
TESTING/MATGEN/clarnd.c,33,0,0.0,10,0,0.0,1,0,0.0,5,7,117.0,3.0,2,1,117,0,1,5,2,45,0,0,8,6.0,6.0,8
TESTING/MATGEN/clarnv.c,59,23,0.39,24,8,0.3329999999999999,1,1,1.0,5,13,169.0,4.0,2,1,169,0,1,5,2,60,0,0,7,12.0,12.0,7
TESTING/MATGEN/claror.c,129,0,0.0,74,0,0.0,1,0,0.0,0,29,336.0,9.0,10,1,336,4,1,18,10,116,0,0,23,37.0,37.0,23
TESTING/MATGEN/clarot.c,96,0,0.0,22,0,0.0,1,0,0.0,1,11,352.0,10.0,2,1,352,2,1,7,2,173,0,0,6,12.0,12.0,6
TESTING/MATGEN/clartg.c,66,0,0.0,18,0,0.0,1,0,0.0,1,5,144.0,5.0,1,1,144,0,1,6,1,44,0,0,15,6.0,6.0,15
TESTING/MATGEN/claset.c,45,17,0.3779999999999999,42,10,0.238,1,1,1.0,3,13,141.0,7.0,1,1,141,0,1,4,1,53,0,0,2,12.0,12.0,2
TESTING/MATGEN/clatb4.c,208,36,0.173,176,16,0.091,1,1,1.0,1,60,454.0,11.0,3,1,454,1,1,5,3,102,0,0,24,77.0,77.0,24
TESTING/MATGEN/clatm2.c,80,0,0.0,40,0,0.0,1,0,0.0,1,17,275.0,16.0,3,1,275,0,1,7,3,117,0,0,4,21.0,21.0,4
TESTING/MATGEN/clatm3.c,82,0,0.0,40,0,0.0,1,0,0.0,1,17,287.0,18.0,3,1,287,0,1,7,3,124,0,0,4,21.0,21.0,4
TESTING/MATGEN/clatms.c,921,102,0.111,452,69,0.153,1,1,1.0,1,145,1634.0,16.0,13,1,1634,5,1,21,13,420,0,0,116,174.0,174.0,116
TESTING/MATGEN/csymv.c,242,0,0.0,82,0,0.0,1,0,0.0,1,31,405.0,10.0,2,1,405,0,1,5,2,92,0,0,4,41.0,41.0,4
TESTING/MATGEN/d_lg10.c,2,2,1.0,0,0,,1,1,1.0,1,2,5.0,1.0,0,1,5,0,1,1,0,0,0,0,23,1.0,1.0,23
TESTING/MATGEN/d_sign.c,3,3,1.0,4,3,0.75,1,1,1.0,4,2,7.0,2.0,0,1,7,0,1,1,0,0,0,0,0,3.0,3.0,0
TESTING/MATGEN/dlabad.c,6,3,0.5,2,1,0.5,1,1,1.0,2,3,57.0,2.0,1,1,57,0,1,2,1,29,0,0,3,2.0,2.0,3
TESTING/MATGEN/dlagge.c,206,141,0.684,72,45,0.625,1,1,1.0,1,28,387.0,10.0,7,1,387,4,1,12,7,92,0,0,33,29.0,29.0,33
